@relation german
@attribute CHK_ACCT {'<0','0<=X<200','>=200','unknown'}
@attribute DURATION real
@attribute HISTORY {'no credits taken','all credits at this bank paid back duly','existing credits paid back duly till now','delay in paying off in the past','critical account'}
@attribute PURPOSE {'EMPTY','NEW_CAR','USED_CAR','FURNITURE','RADIO/TV','EDUCATION','RETRAINING'}
@attribute AMOUNT real
@attribute SAV_ACCT {'<100','100<=X<500','500<=X<1000','>=1000','unknown'}
@attribute EMPLOYMENT {'unemployed','<1','1<=X<4','4<=X<7','>=7'}
@attribute INSTALL_RATE real
@attribute MARITIAL {'EMPTY','MALE_DIV','MALE_SINGLE','MALE_MAR'}
@attribute CO-APPLICANT { y , n }
@attribute GUARANTOR { y , n }
@attribute TIME_RES {'Dummy','<=1','1<X<=2','2<X<=3','>=4'}
@attribute REAL_ESTATE { y , n }
@attribute PROP_NONE { y , n }
@attribute AGE real
@attribute OTHER_INSTALL { y , n }
@attribute HOUSE {'EMPTY','RENT','OWN_RES'}
@attribute NUM_CREDITS real
@attribute JOB {'unemployed/ unskilled  - non-resident','unskilled - resident','skilled employee / official','management/ self-employed/highly qualified employee/ officer'}
@attribute NUM_DEPEND real
@attribute TELEPHONE { y , n }
@attribute FOREIGN { y , n }
@attribute class { good , bad }
@data
'0<=X<200',15,'existing credits paid back duly till now',EMPTY,2631,'100<=X<500','1<=X<4',3,EMPTY,n,n,'1<X<=2',y,n,25,n,OWN_RES,1,'unskilled - resident',1,n,n,good
'0<=X<200',24,'existing credits paid back duly till now','RADIO/TV',2896,'100<=X<500','<1',2,MALE_SINGLE,n,n,'<=1',n,n,29,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'<0',6,'critical account','NEW_CAR',4716,'unknown','<1',1,MALE_SINGLE,n,n,'2<X<=3',y,n,44,n,OWN_RES,2,'unskilled - resident',2,n,n,good
'unknown',24,'existing credits paid back duly till now','RADIO/TV',2284,'<100','4<=X<7',4,MALE_SINGLE,n,n,'1<X<=2',n,n,28,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'unknown',6,'existing credits paid back duly till now','USED_CAR',1236,'500<=X<1000','1<=X<4',2,MALE_SINGLE,n,n,'>=4',n,n,50,n,RENT,1,'skilled employee / official',1,n,n,good
'0<=X<200',12,'existing credits paid back duly till now','RADIO/TV',1103,'<100','4<=X<7',4,MALE_SINGLE,n,y,'2<X<=3',y,n,29,n,OWN_RES,2,'skilled employee / official',1,n,y,good
'unknown',12,'critical account','NEW_CAR',926,'<100','unemployed',1,EMPTY,n,n,'1<X<=2',n,n,38,n,OWN_RES,1,'unemployed/ unskilled  - non-resident',1,n,n,good
'unknown',18,'critical account','RADIO/TV',1800,'<100','1<=X<4',4,MALE_SINGLE,n,n,'1<X<=2',n,n,24,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'>=200',15,'existing credits paid back duly till now','EDUCATION',1905,'<100','>=7',4,MALE_SINGLE,n,n,'>=4',n,n,40,n,RENT,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'unknown',12,'existing credits paid back duly till now','FURNITURE',1123,'500<=X<1000','1<=X<4',4,EMPTY,n,n,'>=4',n,n,29,n,RENT,1,'unskilled - resident',1,n,n,bad
'<0',48,'critical account','USED_CAR',6331,'<100','>=7',4,MALE_SINGLE,n,n,'>=4',n,y,46,n,EMPTY,2,'skilled employee / official',1,y,n,bad
'>=200',24,'existing credits paid back duly till now','RADIO/TV',1377,'100<=X<500','>=7',4,EMPTY,n,n,'1<X<=2',n,y,47,n,EMPTY,1,'skilled employee / official',1,y,n,good
'0<=X<200',30,'delay in paying off in the past','RETRAINING',2503,'100<=X<500','>=7',4,MALE_SINGLE,n,n,'1<X<=2',n,n,41,y,OWN_RES,2,'skilled employee / official',1,n,n,good
'0<=X<200',27,'existing credits paid back duly till now','RETRAINING',2528,'<100','<1',4,EMPTY,n,n,'<=1',n,n,32,n,OWN_RES,1,'skilled employee / official',2,y,n,good
'unknown',15,'existing credits paid back duly till now','NEW_CAR',5324,'500<=X<1000','>=7',1,EMPTY,n,n,'>=4',n,y,35,n,EMPTY,1,'skilled employee / official',1,n,n,good
'0<=X<200',48,'existing credits paid back duly till now','NEW_CAR',6560,'100<=X<500','4<=X<7',3,MALE_SINGLE,n,n,'1<X<=2',n,n,24,n,OWN_RES,1,'skilled employee / official',1,n,n,bad
'0<=X<200',12,'no credits taken','FURNITURE',2969,'<100','<1',4,EMPTY,n,n,'2<X<=3',n,n,25,n,RENT,2,'skilled employee / official',1,n,n,bad
'0<=X<200',9,'existing credits paid back duly till now','RADIO/TV',1206,'<100','>=7',4,EMPTY,n,n,'>=4',y,n,25,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'0<=X<200',9,'existing credits paid back duly till now','RADIO/TV',2118,'<100','1<=X<4',2,MALE_SINGLE,n,n,'1<X<=2',y,n,37,n,OWN_RES,1,'unskilled - resident',2,n,n,good
'unknown',18,'critical account','RADIO/TV',629,'500<=X<1000','>=7',4,MALE_SINGLE,n,n,'2<X<=3',n,n,32,y,OWN_RES,2,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'<0',6,'all credits at this bank paid back duly','EDUCATION',1198,'<100','>=7',4,EMPTY,n,n,'>=4',n,y,35,n,EMPTY,1,'skilled employee / official',1,n,n,bad
'unknown',21,'existing credits paid back duly till now','USED_CAR',2476,'unknown','>=7',4,MALE_SINGLE,n,n,'>=4',y,n,46,n,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'<0',9,'critical account','RADIO/TV',1138,'<100','1<=X<4',4,MALE_SINGLE,n,n,'>=4',y,n,25,n,OWN_RES,2,'unskilled - resident',1,n,n,good
'0<=X<200',60,'existing credits paid back duly till now','NEW_CAR',14027,'<100','4<=X<7',4,MALE_SINGLE,n,n,'1<X<=2',n,y,27,n,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,bad
'unknown',30,'critical account','USED_CAR',7596,'unknown','>=7',1,MALE_SINGLE,n,n,'>=4',n,n,63,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'unknown',30,'critical account','RADIO/TV',3077,'unknown','>=7',3,MALE_SINGLE,n,n,'1<X<=2',n,n,40,n,OWN_RES,2,'skilled employee / official',2,y,n,good
'unknown',18,'existing credits paid back duly till now','RADIO/TV',1505,'<100','1<=X<4',4,MALE_SINGLE,n,n,'1<X<=2',n,y,32,n,EMPTY,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'>=200',24,'critical account','RADIO/TV',3148,'unknown','1<=X<4',3,MALE_SINGLE,n,n,'1<X<=2',n,n,31,n,OWN_RES,2,'skilled employee / official',1,y,n,good
'0<=X<200',20,'no credits taken','USED_CAR',6148,'100<=X<500','>=7',3,MALE_MAR,n,n,'>=4',n,n,31,y,OWN_RES,2,'skilled employee / official',1,y,n,good
'>=200',9,'no credits taken','RADIO/TV',1337,'<100','<1',4,MALE_SINGLE,n,n,'1<X<=2',n,n,34,n,OWN_RES,2,'management/ self-employed/highly qualified employee/ officer',1,y,n,bad
'0<=X<200',6,'all credits at this bank paid back duly','EDUCATION',433,'>=1000','<1',4,EMPTY,n,n,'1<X<=2',n,n,24,y,RENT,1,'skilled employee / official',2,n,n,bad
'<0',12,'existing credits paid back duly till now','NEW_CAR',1228,'<100','1<=X<4',4,EMPTY,n,n,'1<X<=2',y,n,24,n,OWN_RES,1,'unskilled - resident',1,n,n,bad
'0<=X<200',9,'existing credits paid back duly till now','RADIO/TV',790,'500<=X<1000','1<=X<4',4,EMPTY,n,n,'2<X<=3',y,n,66,n,OWN_RES,1,'unskilled - resident',1,n,n,good
'unknown',27,'existing credits paid back duly till now','NEW_CAR',2570,'<100','1<=X<4',3,EMPTY,n,n,'2<X<=3',y,n,21,n,RENT,1,'skilled employee / official',1,n,n,bad
'unknown',6,'critical account','NEW_CAR',250,'>=1000','1<=X<4',2,EMPTY,n,n,'1<X<=2',y,n,41,y,OWN_RES,2,'unskilled - resident',1,n,n,good
'unknown',15,'critical account','RADIO/TV',1316,'500<=X<1000','1<=X<4',2,MALE_MAR,n,n,'1<X<=2',n,n,47,n,OWN_RES,2,'unskilled - resident',1,n,n,good
'<0',18,'existing credits paid back duly till now','RADIO/TV',1882,'<100','1<=X<4',4,EMPTY,n,n,'>=4',n,n,25,y,RENT,2,'skilled employee / official',1,n,n,bad
'0<=X<200',48,'all credits at this bank paid back duly','RETRAINING',6416,'<100','>=7',4,EMPTY,n,n,'2<X<=3',n,y,59,n,RENT,1,'skilled employee / official',1,n,n,bad
'>=200',24,'critical account','RETRAINING',1275,'>=1000','1<=X<4',2,MALE_DIV,n,n,'>=4',y,n,36,n,OWN_RES,2,'skilled employee / official',1,y,n,good
'0<=X<200',24,'delay in paying off in the past','RADIO/TV',6403,'<100','<1',1,MALE_SINGLE,n,n,'1<X<=2',n,n,33,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'<0',24,'existing credits paid back duly till now','RADIO/TV',1987,'<100','1<=X<4',2,MALE_SINGLE,n,n,'>=4',y,n,21,n,RENT,1,'unskilled - resident',2,n,n,bad
'0<=X<200',8,'existing credits paid back duly till now','RADIO/TV',760,'<100','4<=X<7',4,EMPTY,n,y,'1<X<=2',y,n,44,n,OWN_RES,1,'unskilled - resident',1,n,n,good
'unknown',24,'existing credits paid back duly till now','USED_CAR',2603,'>=1000','1<=X<4',2,EMPTY,n,n,'>=4',n,n,28,n,RENT,1,'skilled employee / official',1,y,n,good
'unknown',4,'critical account','NEW_CAR',3380,'<100','4<=X<7',1,EMPTY,n,n,'<=1',y,n,37,n,OWN_RES,1,'skilled employee / official',2,n,n,good
'0<=X<200',36,'all credits at this bank paid back duly',EMPTY,3990,'unknown','<1',3,EMPTY,n,n,'1<X<=2',n,y,29,y,OWN_RES,1,'unemployed/ unskilled  - non-resident',1,n,n,good
'0<=X<200',24,'existing credits paid back duly till now','USED_CAR',11560,'<100','1<=X<4',1,EMPTY,n,n,'>=4',n,n,23,n,RENT,2,'management/ self-employed/highly qualified employee/ officer',1,n,n,bad
'<0',18,'existing credits paid back duly till now','NEW_CAR',4380,'100<=X<500','1<=X<4',3,MALE_SINGLE,n,n,'>=4',n,n,35,n,OWN_RES,1,'unskilled - resident',2,y,n,good
'unknown',6,'critical account','NEW_CAR',6761,'<100','4<=X<7',1,MALE_SINGLE,n,n,'2<X<=3',n,y,45,n,OWN_RES,2,'management/ self-employed/highly qualified employee/ officer',2,y,n,good
'0<=X<200',30,'no credits taken','RETRAINING',4280,'100<=X<500','1<=X<4',4,EMPTY,n,n,'>=4',n,n,26,n,RENT,2,'unskilled - resident',1,n,n,bad
'<0',24,'all credits at this bank paid back duly','NEW_CAR',2325,'100<=X<500','4<=X<7',2,MALE_SINGLE,n,n,'2<X<=3',n,n,32,y,OWN_RES,1,'skilled employee / official',1,n,n,good
'0<=X<200',10,'all credits at this bank paid back duly','RADIO/TV',1048,'<100','1<=X<4',4,MALE_SINGLE,n,n,'>=4',y,n,23,y,OWN_RES,1,'unskilled - resident',1,n,n,good
'unknown',21,'existing credits paid back duly till now','RADIO/TV',3160,'unknown','>=7',4,MALE_SINGLE,n,n,'2<X<=3',n,n,41,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'<0',24,'all credits at this bank paid back duly','FURNITURE',2483,'500<=X<1000','1<=X<4',4,MALE_SINGLE,n,n,'>=4',y,n,22,y,OWN_RES,1,'skilled employee / official',1,y,n,good
'<0',39,'critical account','FURNITURE',14179,'unknown','4<=X<7',4,MALE_SINGLE,n,n,'>=4',n,n,30,n,OWN_RES,2,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'<0',13,'critical account','RETRAINING',1797,'<100','<1',3,MALE_SINGLE,n,n,'<=1',n,n,28,y,OWN_RES,2,'unskilled - resident',1,n,n,good
'<0',15,'existing credits paid back duly till now','NEW_CAR',2511,'<100','unemployed',1,EMPTY,n,n,'>=4',n,n,23,n,RENT,1,'skilled employee / official',1,n,n,good
'<0',12,'existing credits paid back duly till now','NEW_CAR',1274,'<100','<1',3,EMPTY,n,n,'<=1',y,n,37,n,OWN_RES,1,'unskilled - resident',1,n,n,bad
'unknown',21,'existing credits paid back duly till now','USED_CAR',5248,'unknown','1<=X<4',1,MALE_SINGLE,n,n,'2<X<=3',n,n,26,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'unknown',15,'existing credits paid back duly till now','USED_CAR',3029,'<100','4<=X<7',2,MALE_SINGLE,n,n,'1<X<=2',n,n,33,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'<0',6,'existing credits paid back duly till now','FURNITURE',428,'<100','>=7',2,EMPTY,n,n,'<=1',n,n,49,y,OWN_RES,1,'skilled employee / official',1,y,n,good
'<0',18,'existing credits paid back duly till now','NEW_CAR',976,'<100','<1',1,EMPTY,n,n,'1<X<=2',n,n,23,n,OWN_RES,1,'unskilled - resident',1,n,n,bad
'0<=X<200',12,'existing credits paid back duly till now','RETRAINING',841,'100<=X<500','4<=X<7',2,EMPTY,n,n,'>=4',y,n,23,n,RENT,1,'unskilled - resident',1,n,n,good
'unknown',30,'critical account','RADIO/TV',5771,'<100','4<=X<7',4,EMPTY,n,n,'1<X<=2',n,n,25,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'unknown',12,'delay in paying off in the past',EMPTY,1555,'>=1000','>=7',4,MALE_SINGLE,n,n,'>=4',n,y,55,n,EMPTY,2,'skilled employee / official',2,n,n,bad
'<0',24,'existing credits paid back duly till now','NEW_CAR',1285,'unknown','4<=X<7',4,EMPTY,n,n,'>=4',n,y,32,n,RENT,1,'skilled employee / official',1,n,n,bad
'>=200',6,'critical account','NEW_CAR',1299,'<100','1<=X<4',1,MALE_SINGLE,n,n,'<=1',y,n,74,n,OWN_RES,3,'unemployed/ unskilled  - non-resident',2,n,y,good
'>=200',15,'critical account','RADIO/TV',1271,'unknown','1<=X<4',3,MALE_SINGLE,n,n,'>=4',n,y,39,n,EMPTY,2,'skilled employee / official',1,y,n,bad
'unknown',24,'existing credits paid back duly till now','NEW_CAR',1393,'<100','1<=X<4',2,MALE_SINGLE,n,y,'1<X<=2',y,n,31,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'<0',12,'critical account','NEW_CAR',691,'<100','>=7',4,MALE_SINGLE,n,n,'2<X<=3',n,n,35,n,OWN_RES,2,'skilled employee / official',1,n,n,bad
'unknown',15,'critical account','NEW_CAR',5045,'unknown','>=7',1,EMPTY,n,n,'>=4',n,n,59,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'<0',18,'critical account','FURNITURE',2124,'<100','1<=X<4',4,EMPTY,n,n,'>=4',y,n,24,n,RENT,2,'skilled employee / official',1,n,n,bad
'<0',12,'existing credits paid back duly till now','RADIO/TV',2214,'<100','1<=X<4',4,MALE_SINGLE,n,n,'2<X<=3',n,n,24,n,OWN_RES,1,'unskilled - resident',1,n,n,good
'unknown',21,'critical account','NEW_CAR',12680,'unknown','>=7',4,MALE_SINGLE,n,n,'>=4',n,y,30,n,EMPTY,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,bad
'unknown',24,'critical account','NEW_CAR',2463,'100<=X<500','4<=X<7',4,MALE_MAR,n,n,'2<X<=3',n,n,27,n,OWN_RES,2,'skilled employee / official',1,y,n,good
'0<=X<200',12,'existing credits paid back duly till now','RADIO/TV',1155,'<100','>=7',3,MALE_MAR,n,y,'2<X<=3',y,n,40,y,OWN_RES,2,'unskilled - resident',1,n,n,good
'<0',30,'existing credits paid back duly till now','FURNITURE',3108,'<100','<1',2,MALE_DIV,n,n,'>=4',n,n,31,n,OWN_RES,1,'unskilled - resident',1,n,n,bad
'unknown',10,'existing credits paid back duly till now','USED_CAR',2901,'unknown','<1',1,EMPTY,n,n,'>=4',y,n,31,n,RENT,1,'skilled employee / official',1,n,n,good
'0<=X<200',12,'critical account','FURNITURE',3617,'<100','>=7',1,MALE_SINGLE,n,n,'>=4',n,n,28,n,RENT,3,'skilled employee / official',1,y,n,good
'unknown',12,'critical account','RADIO/TV',1655,'<100','>=7',2,MALE_SINGLE,n,n,'>=4',y,n,63,n,OWN_RES,2,'unskilled - resident',1,y,n,good
'<0',24,'existing credits paid back duly till now','USED_CAR',2812,'unknown','>=7',2,EMPTY,n,n,'>=4',y,n,26,n,RENT,1,'skilled employee / official',1,n,n,good
'<0',36,'critical account','EDUCATION',8065,'<100','1<=X<4',3,EMPTY,n,n,'1<X<=2',n,y,25,n,OWN_RES,2,'management/ self-employed/highly qualified employee/ officer',1,y,n,bad
'unknown',21,'critical account','USED_CAR',3275,'<100','>=7',1,MALE_SINGLE,n,n,'>=4',n,n,36,n,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'unknown',24,'critical account','RADIO/TV',2223,'100<=X<500','>=7',4,MALE_SINGLE,n,n,'>=4',n,n,52,y,OWN_RES,2,'skilled employee / official',1,n,n,good
'>=200',12,'critical account','NEW_CAR',1480,'500<=X<1000','unemployed',2,MALE_SINGLE,n,n,'>=4',n,y,66,y,EMPTY,3,'unemployed/ unskilled  - non-resident',1,n,n,good
'<0',24,'existing credits paid back duly till now','NEW_CAR',1371,'unknown','1<=X<4',4,EMPTY,n,n,'>=4',y,n,25,n,RENT,1,'skilled employee / official',1,n,n,bad
'unknown',36,'critical account','NEW_CAR',3535,'<100','4<=X<7',4,MALE_SINGLE,n,n,'>=4',n,n,37,n,OWN_RES,2,'skilled employee / official',1,y,n,good
'<0',18,'existing credits paid back duly till now','RADIO/TV',3509,'<100','4<=X<7',4,EMPTY,n,y,'<=1',y,n,25,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'unknown',36,'critical account','USED_CAR',5711,'>=1000','>=7',4,MALE_SINGLE,n,n,'1<X<=2',n,n,38,n,OWN_RES,2,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'0<=X<200',18,'existing credits paid back duly till now',EMPTY,3872,'<100','unemployed',2,EMPTY,n,n,'>=4',n,n,67,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'0<=X<200',39,'critical account','RADIO/TV',4933,'<100','4<=X<7',2,MALE_SINGLE,n,y,'1<X<=2',y,n,25,n,OWN_RES,2,'skilled employee / official',1,n,n,bad
'unknown',24,'critical account','NEW_CAR',1940,'>=1000','>=7',4,MALE_SINGLE,n,n,'>=4',y,n,60,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'0<=X<200',12,'no credits taken',EMPTY,1410,'<100','1<=X<4',2,MALE_SINGLE,n,n,'1<X<=2',y,n,31,n,OWN_RES,1,'unskilled - resident',1,y,n,good
'0<=X<200',12,'existing credits paid back duly till now','NEW_CAR',836,'100<=X<500','<1',4,EMPTY,n,n,'1<X<=2',n,n,23,y,OWN_RES,1,'unskilled - resident',1,n,n,bad
'0<=X<200',20,'existing credits paid back duly till now','USED_CAR',6468,'unknown','unemployed',1,MALE_DIV,n,n,'>=4',y,n,60,n,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'0<=X<200',18,'existing credits paid back duly till now','RETRAINING',1941,'>=1000','1<=X<4',4,MALE_SINGLE,n,n,'1<X<=2',n,n,35,n,OWN_RES,1,'unskilled - resident',1,y,n,good
'unknown',22,'existing credits paid back duly till now','RADIO/TV',2675,'500<=X<1000','>=7',3,MALE_SINGLE,n,n,'>=4',n,n,40,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'unknown',48,'critical account','USED_CAR',2751,'unknown','>=7',4,MALE_SINGLE,n,n,'2<X<=3',n,n,38,n,OWN_RES,2,'skilled employee / official',2,y,n,good
'0<=X<200',48,'delay in paying off in the past','EDUCATION',6224,'<100','>=7',4,MALE_SINGLE,n,n,'>=4',n,y,50,n,EMPTY,1,'skilled employee / official',1,n,n,bad
'<0',40,'critical account','EDUCATION',5998,'<100','1<=X<4',4,MALE_SINGLE,n,n,'2<X<=3',n,y,27,y,OWN_RES,1,'skilled employee / official',1,y,n,bad
'0<=X<200',21,'existing credits paid back duly till now','RETRAINING',1188,'<100','>=7',2,EMPTY,n,n,'>=4',n,n,39,n,OWN_RES,1,'skilled employee / official',2,n,n,bad
'unknown',24,'existing credits paid back duly till now','USED_CAR',6313,'unknown','>=7',3,MALE_SINGLE,n,n,'>=4',n,n,41,n,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',2,y,n,good
'unknown',6,'critical account','FURNITURE',1221,'unknown','1<=X<4',1,MALE_MAR,n,n,'1<X<=2',n,n,27,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'>=200',24,'existing credits paid back duly till now','FURNITURE',2892,'<100','>=7',3,MALE_DIV,n,n,'>=4',n,y,51,n,EMPTY,1,'skilled employee / official',1,n,n,good
'unknown',24,'existing credits paid back duly till now','FURNITURE',3062,'500<=X<1000','>=7',4,MALE_SINGLE,n,n,'2<X<=3',n,y,32,n,RENT,1,'skilled employee / official',1,y,n,good
'unknown',9,'existing credits paid back duly till now','FURNITURE',2301,'100<=X<500','<1',2,EMPTY,n,n,'>=4',n,n,22,n,RENT,1,'skilled employee / official',1,n,n,good
'<0',18,'existing credits paid back duly till now','USED_CAR',7511,'unknown','>=7',1,MALE_SINGLE,n,n,'>=4',n,n,51,n,EMPTY,1,'skilled employee / official',2,y,n,bad
'unknown',12,'critical account','FURNITURE',1258,'<100','<1',2,EMPTY,n,n,'>=4',n,n,22,n,RENT,2,'unskilled - resident',1,n,n,good
'unknown',24,'delay in paying off in the past','NEW_CAR',717,'unknown','>=7',4,MALE_MAR,n,n,'>=4',n,n,54,n,OWN_RES,2,'skilled employee / official',1,y,n,good
'0<=X<200',9,'existing credits paid back duly till now','NEW_CAR',1549,'unknown','<1',4,MALE_SINGLE,n,n,'1<X<=2',y,n,35,n,OWN_RES,1,'unemployed/ unskilled  - non-resident',1,n,n,good
'unknown',24,'critical account','EDUCATION',1597,'<100','>=7',4,MALE_SINGLE,n,n,'>=4',n,y,54,n,EMPTY,2,'skilled employee / official',2,n,n,good
'0<=X<200',18,'critical account','RADIO/TV',1795,'<100','>=7',3,EMPTY,n,y,'>=4',y,n,48,y,RENT,2,'unskilled - resident',1,y,n,good
'<0',20,'critical account','FURNITURE',4272,'<100','>=7',1,EMPTY,n,n,'>=4',n,n,24,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'unknown',12,'critical account','RADIO/TV',976,'unknown','>=7',4,MALE_SINGLE,n,n,'>=4',n,n,35,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'0<=X<200',12,'existing credits paid back duly till now','NEW_CAR',7472,'unknown','unemployed',1,EMPTY,n,n,'1<X<=2',y,n,24,n,RENT,1,'unemployed/ unskilled  - non-resident',1,n,n,good
'<0',36,'existing credits paid back duly till now','NEW_CAR',9271,'<100','4<=X<7',2,MALE_SINGLE,n,n,'<=1',n,n,24,n,OWN_RES,1,'skilled employee / official',1,y,n,bad
'0<=X<200',6,'existing credits paid back duly till now','RADIO/TV',590,'<100','<1',3,MALE_MAR,n,n,'2<X<=3',y,n,26,n,OWN_RES,1,'unskilled - resident',1,n,y,good
'unknown',12,'critical account','RADIO/TV',930,'unknown','>=7',4,MALE_SINGLE,n,n,'>=4',y,n,65,n,OWN_RES,4,'skilled employee / official',1,n,n,good
'0<=X<200',42,'all credits at this bank paid back duly','USED_CAR',9283,'<100','unemployed',1,MALE_SINGLE,n,n,'1<X<=2',n,y,55,y,EMPTY,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'0<=X<200',15,'no credits taken','NEW_CAR',1778,'<100','<1',2,EMPTY,n,n,'<=1',y,n,26,n,RENT,2,'unemployed/ unskilled  - non-resident',1,n,n,bad
'0<=X<200',8,'existing credits paid back duly till now','RETRAINING',907,'<100','<1',3,MALE_MAR,n,n,'1<X<=2',y,n,26,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'0<=X<200',6,'existing credits paid back duly till now','RADIO/TV',484,'<100','4<=X<7',3,MALE_MAR,n,y,'2<X<=3',y,n,28,y,OWN_RES,1,'unskilled - resident',1,n,n,good
'<0',36,'critical account','USED_CAR',9629,'<100','4<=X<7',4,MALE_SINGLE,n,n,'>=4',n,n,24,n,OWN_RES,2,'skilled employee / official',1,y,n,bad
'<0',48,'existing credits paid back duly till now',EMPTY,3051,'<100','1<=X<4',3,MALE_SINGLE,n,n,'>=4',n,n,54,n,OWN_RES,1,'skilled employee / official',1,n,n,bad
'<0',48,'existing credits paid back duly till now','NEW_CAR',3931,'<100','4<=X<7',4,MALE_SINGLE,n,n,'>=4',n,y,46,n,EMPTY,1,'skilled employee / official',2,n,n,bad
'0<=X<200',36,'delay in paying off in the past','NEW_CAR',7432,'<100','1<=X<4',2,EMPTY,n,n,'1<X<=2',n,n,54,n,RENT,1,'skilled employee / official',1,n,n,good
'unknown',6,'existing credits paid back duly till now',EMPTY,1338,'500<=X<1000','1<=X<4',1,MALE_DIV,n,n,'>=4',y,n,62,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'unknown',6,'critical account','RADIO/TV',1554,'<100','4<=X<7',1,EMPTY,n,n,'1<X<=2',n,n,24,n,RENT,2,'skilled employee / official',1,y,n,good
'<0',36,'existing credits paid back duly till now',EMPTY,15857,'<100','unemployed',2,MALE_DIV,y,n,'2<X<=3',n,n,43,n,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,n,n,good
'<0',18,'existing credits paid back duly till now','RADIO/TV',1345,'<100','1<=X<4',4,MALE_MAR,n,n,'2<X<=3',y,n,26,y,OWN_RES,1,'skilled employee / official',1,n,n,bad
'unknown',12,'existing credits paid back duly till now','NEW_CAR',1101,'<100','1<=X<4',3,MALE_MAR,n,n,'1<X<=2',y,n,27,n,OWN_RES,2,'skilled employee / official',1,y,n,good
'>=200',12,'existing credits paid back duly till now','RADIO/TV',3016,'<100','1<=X<4',3,MALE_MAR,n,n,'<=1',n,n,24,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'<0',36,'existing credits paid back duly till now','FURNITURE',2712,'<100','>=7',2,MALE_SINGLE,n,n,'1<X<=2',n,n,41,y,OWN_RES,1,'skilled employee / official',2,n,n,bad
'<0',8,'critical account','NEW_CAR',731,'<100','>=7',4,MALE_SINGLE,n,n,'>=4',y,n,47,n,OWN_RES,2,'unskilled - resident',1,n,n,good
'unknown',18,'critical account','FURNITURE',3780,'<100','<1',3,MALE_DIV,n,n,'1<X<=2',n,n,35,n,OWN_RES,2,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'<0',21,'critical account','NEW_CAR',1602,'<100','>=7',4,MALE_MAR,n,n,'2<X<=3',n,n,30,n,OWN_RES,2,'skilled employee / official',1,y,n,good
'<0',18,'critical account','NEW_CAR',3966,'<100','>=7',1,EMPTY,n,n,'>=4',y,n,33,y,RENT,3,'skilled employee / official',1,y,n,bad
'unknown',18,'no credits taken','RETRAINING',4165,'<100','1<=X<4',2,MALE_SINGLE,n,n,'1<X<=2',n,n,36,y,OWN_RES,2,'skilled employee / official',2,n,n,bad
'<0',36,'existing credits paid back duly till now','USED_CAR',8335,'unknown','>=7',3,MALE_SINGLE,n,n,'>=4',n,y,47,n,EMPTY,1,'skilled employee / official',1,n,n,bad
'0<=X<200',48,'delay in paying off in the past','RETRAINING',6681,'unknown','1<=X<4',4,MALE_SINGLE,n,n,'>=4',n,y,38,n,EMPTY,1,'skilled employee / official',2,y,n,good
'unknown',24,'delay in paying off in the past','RETRAINING',2375,'500<=X<1000','1<=X<4',4,MALE_SINGLE,n,n,'1<X<=2',n,n,44,n,OWN_RES,2,'skilled employee / official',2,y,n,good
'<0',18,'existing credits paid back duly till now','NEW_CAR',1216,'<100','<1',4,EMPTY,n,n,'2<X<=3',n,n,23,n,RENT,1,'skilled employee / official',1,y,n,bad
